,Player,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G_x,A_x,P_x,G_y,A_y,P_y,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
4232,Jeff Shevalier,L,L,1974-03-14,Mississauga,ON,CAN,CAN,71,178,1992,5,111,19941995,N,32,5,9,14,5,9,14,-6,8,0.44,4,9,1,4,0,1,0,0,45,11.1,--,0
4233,Stacy Roest,R,C,1974-03-15,Calgary,AB,CAN,CAN,69,190,--,--,--,19981999,N,244,28,48,76,28,48,76,-8,54,0.31,21,64,3,8,4,4,0,5,331,8.5,12:08,56.2
4234,Brantt Myhres,R,R,1974-03-18,Edmonton,AB,CAN,CAN,75,220,1992,5,97,19941995,N,154,6,2,8,6,2,8,-9,687,0.05,6,8,0,0,0,0,0,2,27,22.2,--,0
4235,Tuomas Gronman,L,D,1974-03-22,Viitasaari,--,FIN,FIN,75,219,1992,2,29,19961997,N,38,1,3,4,1,3,4,-1,38,0.11,0,1,1,3,0,0,0,1,42,2.4,--,--
4236,Michael Peca,R,C,1974-03-26,Toronto,ON,CAN,CAN,71,183,1992,2,40,19931994,N,864,176,289,465,176,289,465,66,798,0.54,110,310,41,106,25,49,5,33,"1,484",11.9,--,50.9
4237,Jason MacDonald,R,R,1974-04-01,Charlottetown,PE,CAN,CAN,71,205,1992,6,142,20032004,N,4,0,0,0,0,0,0,-1,19,0.0,0,0,0,0,0,0,0,0,3,0,8:11,--
4238,Lasse Pirjeta,L,L,1974-04-04,Oulu,--,FIN,FIN,75,228,2002,5,133,20022003,N,146,23,27,50,23,27,50,-3,50,0.34,20,41,3,9,0,0,0,3,221,10.4,11:04,47.5
4239,Drew Bannister,R,D,1974-04-09,Belleville,ON,CAN,CAN,74,200,1992,2,26,19951996,N,164,5,25,30,5,25,30,-38,161,0.18,4,20,1,10,0,0,0,0,152,3.3,--,--
4240,Daniel Guerard,R,R,1974-04-09,LaSalle,QC,CAN,CAN,76,227,1992,5,98,19941995,N,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
4241,Daniel Trebil,R,D,1974-04-10,Edina,MN,USA,USA,75,210,1992,6,138,19961997,N,85,4,4,8,4,4,8,-3,32,0.09,4,7,0,0,0,1,0,0,70,5.7,--,0
4242,Roman Hamrlik,L,D,1974-04-12,Zlin,--,CZE,CZE,74,206,1992,1,1,19921993,N,"1,395",155,483,638,155,483,638,-49,"1,408",0.46,88,320,62,295,5,23,4,23,"2,988",5.2,--,33.3
4243,Jason McBain,R,D,1974-04-12,Ilion,NY,USA,USA,74,178,1992,4,81,19951996,N,9,0,0,0,0,0,0,-5,0,0.0,0,0,0,0,0,0,0,0,1,0,--,--
4244,Sergei Gonchar,L,D,1974-04-13,Chelyabinsk,--,RUS,RUS,74,210,1992,1,14,19941995,N,"1,301",220,591,811,220,591,811,33,981,0.62,116,373,102,427,2,11,4,35,"2,866",7.7,--,100
4245,Sergei Krivokrasov,L,R,1974-04-15,Angarsk,--,RUS,RUS,71,185,1992,1,12,19921993,N,450,86,109,195,86,109,195,0,288,0.43,62,148,24,47,0,0,1,18,887,9.7,--,30
4246,Mattias Timander,L,D,1974-04-16,Solleftea,--,SWE,SWE,75,230,1992,9,208,19961997,N,419,13,57,70,13,57,70,-53,165,0.17,11,55,1,13,1,2,0,3,405,3.2,--,66.7
4247,Harry York,L,C,1974-04-16,Ponoka,AB,CAN,CAN,73,220,--,--,--,19961997,N,244,29,46,75,29,46,75,-7,99,0.31,22,62,5,9,2,4,1,3,240,12.1,--,42.7
4248,Pierre-Claude Drouin,L,L,1974-04-22,Quebec City,QC,CAN,CAN,74,205,--,--,--,19961997,N,3,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,--,--
4249,Jukka Hentunen,R,R,1974-05-03,Joroinen,--,FIN,FIN,70,190,2000,6,176,20012002,N,38,4,5,9,4,5,9,-9,4,0.24,3,8,1,1,0,0,0,1,50,8,11:35,--
4250,Stephane Yelle,L,C,1974-05-09,Ottawa,ON,CAN,CAN,74,182,1992,8,186,19951996,N,991,96,169,265,96,169,265,7,490,0.27,77,223,8,21,11,21,0,11,"1,107",8.7,--,52.3
4251,Mike Rathje,L,D,1974-05-11,Mannville,AB,CAN,CAN,77,235,1992,1,3,19931994,N,768,30,150,180,30,150,180,26,491,0.23,16,119,12,53,2,8,1,3,755,4,--,0
4252,Kevin Brown,R,R,1974-05-11,Birmingham,--,GBR,GBR,73,212,1992,4,87,19941995,N,64,7,9,16,7,9,16,-19,28,0.25,5,12,2,4,0,0,0,0,64,10.9,--,25
4253,Craig Reichert,R,R,1974-05-11,Winnipeg,MB,CAN,CAN,72,195,1994,3,67,19961997,N,3,0,0,0,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,3,0,--,--
4254,Jozef Cierny,L,L,1974-05-13,Zvolen,--,SVK,SVK,74,180,1992,2,35,19931994,N,1,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,--,--,--
4255,Ken Belanger,L,L,1974-05-14,Sault Ste. Marie,ON,CAN,CAN,76,225,1992,7,153,19941995,N,248,11,12,23,11,12,23,-19,695,0.09,11,23,0,0,0,0,0,2,112,9.8,--,33.3
4256,Chris O'Sullivan,L,D,1974-05-15,Dorchester,MA,USA,USA,74,213,1992,2,30,19961997,N,62,2,17,19,2,17,19,5,16,0.31,1,8,1,11,0,0,0,1,82,2.4,--,50
4257,Mike Prokopec,R,R,1974-05-17,Toronto,ON,CAN,CAN,74,190,1992,7,161,19951996,N,15,0,0,0,0,0,0,-5,11,0.0,0,0,0,0,0,0,0,0,7,0,--,--
4258,Sylvain Blouin,L,L,1974-05-21,Montréal,QC,CAN,CAN,74,215,1994,4,104,19961997,N,115,3,4,7,3,4,7,-20,336,0.06,3,7,0,0,0,0,0,0,71,4.2,--,66.7
4259,Andrei Nazarov,R,L,1974-05-22,Chelyabinsk,--,RUS,RUS,77,242,1992,1,10,19931994,N,571,53,71,124,53,71,124,-69,"1,409",0.22,47,108,6,16,0,0,0,5,592,9,--,40
4260,David Wilkie,R,D,1974-05-30,Ellensburg,WA,USA,USA,75,215,1992,1,20,19941995,N,167,10,26,36,10,26,36,-62,165,0.22,6,22,4,14,0,0,0,1,188,5.3,--,--
4261,Doug Doull,L,L,1974-05-31,Glace Bay,NS,CAN,CAN,74,216,--,--,--,20032004,N,37,0,1,1,0,1,1,1,151,0.03,0,1,0,0,0,0,0,0,4,0,2:53,--
4262,Jeff Toms,L,L,1974-06-04,Swift Current,SK,CAN,CAN,77,210,1992,9,210,19951996,N,236,22,33,55,22,33,55,-33,59,0.23,20,48,2,5,0,2,2,4,316,7,--,44.9
4263,Tom Koivisto,R,D,1974-06-04,Turku,--,FIN,FIN,70,186,2002,8,253,20022003,N,22,2,4,6,2,4,6,1,10,0.27,2,3,0,3,0,0,1,1,26,7.7,16:44,--
4264,Anson Carter,R,R,1974-06-06,Toronto,ON,CAN,CAN,73,210,1992,10,220,19961997,N,674,202,219,421,202,219,421,-12,229,0.62,127,274,72,143,3,4,1,36,"1,331",15.2,--,46.7
4265,Valeri Bure,R,R,1974-06-13,Moscow,--,RUS,RUS,71,180,1992,2,33,19941995,N,621,174,226,400,174,226,400,-33,221,0.64,114,242,60,158,0,0,8,25,"1,806",9.6,--,34.2
4266,Radek Hamr,L,D,1974-06-15,Ústí nad Labem,--,CZE,CZE,70,174,1992,4,73,19921993,N,11,0,0,0,0,0,0,-14,0,0.0,0,0,0,0,0,0,0,0,7,0,--,--
4267,Glen Metropolit,R,C,1974-06-25,Toronto,ON,CAN,CAN,70,196,--,--,--,19992000,N,407,57,102,159,57,102,159,8,148,0.39,39,115,18,42,0,2,0,10,612,9.3,13:26,49.3
4268,Eric Cairns,L,D,1974-06-27,Oakville,ON,CAN,CAN,78,243,1992,3,72,19961997,N,457,10,32,42,10,32,42,-45,"1,182",0.09,10,39,0,0,0,3,0,1,220,4.6,--,0
4269,Bert Robertsson,L,D,1974-06-30,Sodertalje,--,SWE,SWE,75,210,1993,10,254,19971998,N,123,4,10,14,4,10,14,-9,75,0.11,4,13,0,0,0,1,0,0,63,6.4,9:20,0
4270,Maxim Sushinsky,L,R,1974-07-01,St. Petersburg,--,RUS,RUS,69,180,2000,5,132,20002001,N,30,7,4,11,7,4,11,-7,29,0.37,4,7,3,4,0,0,0,0,62,11.3,14:01,50
4271,Steve Sullivan,R,L,1974-07-06,Timmins,ON,CAN,CAN,69,165,1994,9,233,19951996,N,"1,011",290,457,747,290,457,747,93,587,0.74,195,498,75,221,20,28,5,52,"2,129",13.6,--,45.4
4272,Karlis Skrastins,L,D,1974-07-09,Riga,--,LVA,LVA,74,208,1998,9,230,19981999,N,832,32,104,136,32,104,136,-45,375,0.16,27,121,1,6,4,9,1,8,695,4.6,20:14,0
4273,Nathan Dempsey,R,D,1974-07-14,Spruce Grove,AB,CAN,CAN,72,191,1992,11,245,19961997,N,260,21,67,88,21,67,88,-7,120,0.34,16,61,5,27,0,0,0,3,417,5,--,0
4274,Bill Muckalt,R,R,1974-07-15,Surrey,BC,CAN,CAN,73,200,1994,9,221,19981999,N,256,40,57,97,40,57,97,0,204,0.38,32,78,6,17,2,2,0,4,374,10.7,13:08,53.7
4275,Peter Nordstrom,L,R,1974-07-26,Munkfors,--,SWE,SWE,73,200,1998,3,78,19981999,N,2,0,0,0,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,--,8:04,--
4276,Jeremy Stevenson,L,L,1974-07-28,San Bernardino,CA,USA,USA,73,215,1994,11,262,19951996,N,207,19,19,38,19,19,38,-6,451,0.18,15,34,4,4,0,0,0,2,197,9.6,--,20
4277,John Emmons,L,C,1974-08-17,San Jose,CA,USA,USA,72,185,1993,5,122,19992000,N,85,2,4,6,2,4,6,-11,64,0.07,2,6,0,0,0,0,0,0,60,3.3,8:34,53.5
4278,Aaron Downey,R,R,1974-08-27,Shelburne,ON,CAN,CAN,73,215,--,--,--,19992000,N,243,8,10,18,8,10,18,-4,494,0.07,8,18,0,0,0,0,0,3,85,9.4,4:56,0
4279,Mike Peluso,R,R,1974-09-02,Bismarck,ND,USA,USA,73,208,1994,10,253,20012002,N,38,4,2,6,4,2,6,-3,19,0.16,4,6,0,0,0,0,0,1,47,8.5,9:17,0
4280,Sami Salo,R,D,1974-09-02,Turku,--,FIN,FIN,75,215,1996,9,239,19981999,N,878,99,240,339,99,240,339,130,286,0.39,42,162,56,167,1,10,7,24,"1,581",6.3,20:52,100
4281,Craig Rivet,R,D,1974-09-13,North Bay,ON,CAN,CAN,74,207,1992,3,68,19941995,N,923,50,187,237,50,187,237,-4,"1,171",0.26,35,155,15,77,0,5,2,5,989,5.1,--,0
4282,Bob Wren,L,L,1974-09-16,Preston,ON,CAN,CAN,70,190,1993,4,94,19971998,N,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,10:32,38.7
4283,Joel Prpic,L,C,1974-09-25,Sudbury,ON,CAN,CAN,78,236,1993,9,233,19971998,N,18,0,3,3,0,3,3,-6,4,0.17,0,3,0,0,0,0,0,0,13,0,7:09,53.2
4284,William Bowler,L,C,1974-09-25,Toronto,ON,CAN,CAN,68,170,--,--,--,20002001,N,9,0,2,2,0,2,2,-3,8,0.22,0,0,0,2,0,0,0,0,3,0,9:44,47.9
4285,Mats Lindgren,L,C,1974-10-01,Skelleftea,--,SWE,SWE,74,205,1993,1,15,19961997,N,387,54,74,128,54,74,128,1,146,0.33,36,101,7,13,11,14,1,8,473,11.4,--,50.7
4286,Domenic Pittis,L,C,1974-10-01,Calgary,AB,CAN,CAN,71,190,1993,2,52,19961997,N,86,5,11,16,5,11,16,-8,71,0.19,5,13,0,3,0,0,0,2,71,7,--,52.7
4287,Mike Johnson,R,R,1974-10-03,Scarborough,ON,CAN,CAN,74,202,--,--,--,19961997,N,661,129,246,375,129,246,375,34,315,0.57,81,269,37,91,11,15,0,13,"1,140",11.3,--,43.1
4288,Kenny Jonsson,L,D,1974-10-06,Ängelholm,--,SWE,SWE,75,205,1993,1,12,19941995,N,686,63,204,267,63,204,267,-16,298,0.39,31,137,30,118,2,12,0,6,967,6.5,--,37.5
4289,Kevyn Adams,R,C,1974-10-08,Washington,DC,USA,USA,73,200,1993,1,25,19971998,N,540,59,77,136,59,77,136,-38,317,0.25,51,116,0,4,8,16,1,8,876,6.7,12:53,53.5
4290,Freddy Modin,L,L,1974-10-08,Sundsvall,--,SWE,SWE,76,220,1994,3,64,19961997,N,898,232,230,462,232,230,462,-11,453,0.51,182,355,46,95,4,12,2,37,"1,956",11.9,--,45.5
4291,Chris Pronger,L,D,1974-10-10,Dryden,ON,CAN,CAN,78,220,1993,1,2,19931994,Y,"1,167",157,541,698,157,541,698,183,"1,590",0.6,72,306,83,374,2,18,5,27,"2,610",6,--,33.3
4292,Jason Arnott,R,C,1974-10-11,Collingwood,ON,CAN,CAN,77,220,1993,1,7,19931994,N,"1,244",417,521,938,417,521,938,81,"1,242",0.75,270,612,145,323,2,3,6,64,"3,460",12.1,--,50.2
4293,Radoslav Hecl,L,D,1974-10-11,Partizanske,--,SVK,SVK,73,196,2002,7,208,20022003,N,14,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,3,0,10:01,--
4294,Billy Tibbetts,R,R,1974-10-14,Boston,MA,USA,USA,74,215,--,--,--,20002001,N,82,2,8,10,2,8,10,-20,269,0.12,2,10,0,0,0,0,1,1,70,2.9,9:29,34.4
4295,Paul Kariya,L,L,1974-10-16,Vancouver,BC,CAN,CAN,70,185,1993,1,4,19941995,Y,989,402,587,989,402,587,989,31,399,1.0,246,576,139,390,17,23,4,53,"3,509",11.5,--,40.9
4296,Miroslav Satan,L,R,1974-10-22,Topolcany,--,SVK,SVK,75,191,1993,5,111,19951996,N,"1,050",363,372,735,363,372,735,20,464,0.7,227,470,120,241,16,24,4,50,"2,582",14.1,--,52.1
4297,Jamal Mayers,R,R,1974-10-24,Toronto,ON,CAN,CAN,73,222,1993,4,89,19961997,N,915,90,129,219,90,129,219,-87,"1,200",0.24,83,204,0,4,7,11,0,10,"1,229",7.3,--,53.7
4298,Chris Murray,R,R,1974-10-25,Port Hardy,BC,CAN,CAN,74,209,1994,3,54,19941995,N,242,16,18,34,16,18,34,-8,550,0.14,16,34,0,0,0,0,0,3,186,8.6,--,50
4299,Ruslan Salei,L,D,1974-11-02,Minsk,--,BLR,BLR,73,212,1996,1,9,19961997,N,917,45,159,204,45,159,204,-25,"1,065",0.22,37,140,7,61,1,3,0,4,"1,321",3.4,--,66.7
4300,Sean Selmser,L,L,1974-11-10,Calgary,AB,CAN,CAN,73,182,1993,7,182,20002001,N,1,0,0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,2,0,11:03,--
4301,Saku Koivu,L,C,1974-11-23,Turku,--,FIN,FIN,70,181,1993,1,21,19951996,N,"1,124",255,577,832,255,577,832,10,809,0.74,165,513,79,290,11,29,10,46,"2,024",12.6,--,52.3
4302,Pavol Demitra,L,R,1974-11-29,Dubnica nad Váhom,--,SVK,SVK,72,200,1993,9,227,19931994,N,847,304,464,768,304,464,768,124,284,0.91,204,494,90,260,10,14,9,59,"2,160",14.1,--,47
4303,Nick Stajduhar,L,D,1974-12-06,Kitchener,ON,CAN,CAN,74,194,1993,1,16,19951996,N,2,0,0,0,0,0,0,2,4,0.0,0,0,0,0,0,0,0,0,1,0,--,--
4304,Brad Chartrand,R,R,1974-12-14,Winnipeg,MB,CAN,CAN,71,192,--,--,--,19992000,N,215,25,25,50,25,25,50,-6,122,0.23,22,47,0,0,3,3,1,7,233,10.7,11:46,52.6
4305,Jay Pandolfo,L,L,1974-12-27,Winchester,MA,USA,USA,73,190,1993,2,32,19961997,N,899,100,126,226,100,126,226,-1,164,0.25,91,213,2,4,7,9,1,19,"1,123",8.9,--,39.7
4306,Rob Niedermayer,L,C,1974-12-28,Cassiar,BC,CAN,CAN,74,203,1993,1,5,19931994,N,"1,153",186,283,469,186,283,469,-123,904,0.41,130,332,48,124,8,13,4,29,"1,813",10.3,--,47.5
4307,Tommy Vestlund,R,L,1974-12-29,Fors,--,SWE,SWE,72,202,1998,4,93,19992000,N,203,9,13,22,9,13,22,-27,48,0.11,8,21,0,0,1,1,0,1,143,6.3,9:59,52.6
4308,Scott Nichol,R,C,1974-12-31,Edmonton,AB,CAN,CAN,68,179,1993,11,272,19951996,N,662,56,71,127,56,71,127,-20,916,0.19,46,106,3,8,7,13,0,5,703,8,--,58.1
4309,Rick Mrozik,L,D,1975-01-02,Duluth,MN,USA,USA,75,225,1993,6,136,20022003,N,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,10:02,--
4310,Sergei Vyshedkevich,L,D,1975-01-03,Moscow,--,RUS,RUS,73,200,1995,3,70,19992000,N,30,2,5,7,2,5,7,-10,16,0.23,1,4,1,3,0,0,0,0,33,6.1,21:13,--
4311,Mike Grier,R,R,1975-01-05,Detroit,MI,USA,USA,73,224,1993,9,219,19961997,N,"1,060",162,221,383,162,221,383,-9,510,0.36,126,320,16,30,20,33,1,26,"1,643",9.9,--,38.1
4312,Alexander Vasilevskii,L,R,1975-01-08,Kiev,--,UKR,UKR,70,170,1993,11,271,19951996,N,4,0,0,0,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,0,3,0,--,--
4313,Vitali Yachmenev,L,R,1975-01-08,Chelyabinsk,--,RUS,RUS,71,195,1994,3,59,19951996,N,487,83,133,216,83,133,216,-30,88,0.44,63,165,14,44,6,7,0,14,731,11.4,--,31.1
4314,Anders Eriksson,L,D,1975-01-09,Bollnas,--,SWE,SWE,75,224,1993,1,22,19951996,N,572,22,154,176,22,154,176,43,242,0.31,17,118,5,56,0,2,1,5,638,3.5,--,66.7
4315,David Ling,R,R,1975-01-09,Halifax,NS,CAN,CAN,70,204,1993,7,179,19961997,N,93,4,4,8,4,4,8,-11,191,0.09,4,8,0,0,0,0,0,0,88,4.6,--,37.5
4316,Rory Fitzpatrick,R,D,1975-01-11,Rochester,NY,USA,USA,74,210,1993,2,47,19951996,N,287,10,25,35,10,25,35,-48,201,0.12,6,21,4,12,0,2,0,4,242,4.1,--,66.7
4317,Peter Leboutillier,R,R,1975-01-11,Neepawa,MB,CAN,CAN,73,198,1995,6,133,19961997,N,35,2,1,3,2,1,3,-1,176,0.09,2,3,0,0,0,0,0,0,11,18.2,--,--
4318,Steve Brule,R,C,1975-01-15,Montréal,QC,CAN,CAN,72,200,1993,6,143,20022003,N,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,9:07,--
4319,Martin Strbak,L,D,1975-01-15,Presov,--,SVK,SVK,75,210,1993,9,224,20032004,N,49,5,11,16,5,11,16,-10,46,0.33,5,12,0,4,0,0,0,1,54,9.3,19:29,50
4320,Radim Bicanek,L,D,1975-01-18,Uherské Hradiste,--,CZE,CZE,73,212,1993,2,27,19941995,N,122,1,11,12,1,11,12,-12,62,0.1,1,11,0,1,0,0,0,0,108,0.9,--,100
4321,Christian Matte,R,R,1975-01-20,Hull,QC,CAN,CAN,71,186,1993,6,153,19961997,N,25,2,3,5,2,3,5,-3,12,0.2,2,4,0,1,0,0,0,0,29,6.9,--,26.7
4322,Dick Tarnstrom,L,D,1975-01-20,Sundbyberg,--,SWE,SWE,73,205,1994,11,272,20012002,N,306,35,105,140,35,105,140,-86,254,0.46,15,57,20,82,0,1,0,0,436,8,20:43,100
4323,Eric Landry,L,C,1975-01-20,Gatineau,QC,CAN,CAN,71,185,--,--,--,19971998,N,68,5,9,14,5,9,14,-8,47,0.21,3,11,2,3,0,0,0,0,62,8.1,9:20,51.9
4324,Eric Healey,L,C,1975-01-20,Hull,MA,USA,USA,71,201,--,--,--,20052006,N,2,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,8:28,--
4325,Shean Donovan,R,R,1975-01-22,Timmins,ON,CAN,CAN,75,218,1993,2,28,19941995,N,951,112,129,241,112,129,241,-90,705,0.25,95,214,7,13,10,14,2,20,"1,243",9,--,39.9
4326,David Vyborny,L,R,1975-01-22,Jihlava,--,CZE,CZE,70,181,1993,2,33,20002001,N,543,113,204,317,113,204,317,-48,228,0.58,70,183,36,126,7,8,4,17,920,12.3,17:50,33.3
4327,Patrick Cote,L,L,1975-01-24,LaSalle,QC,CAN,CAN,75,220,1995,2,37,19951996,N,105,1,2,3,1,2,3,-19,377,0.03,1,3,0,0,0,0,0,0,33,3,--,--
4328,Tomas Vlasak,R,C,1975-02-01,Prague,--,CZE,CZE,70,175,1993,5,120,20002001,N,10,1,3,4,1,3,4,4,2,0.4,1,4,0,0,0,0,0,0,15,6.7,11:28,0
4329,Todd Bertuzzi,L,R,1975-02-02,Sudbury,ON,CAN,CAN,75,229,1993,1,23,19951996,N,"1,159",314,456,770,314,456,770,-44,"1,478",0.66,203,530,110,238,1,2,7,41,"2,411",13,--,45.4
4330,Steve McLaren,L,L,1975-02-03,Owen Sound,ON,CAN,CAN,72,226,1994,4,85,20032004,N,6,0,0,0,0,0,0,0,25,0.0,0,0,0,0,0,0,0,0,2,0,2:47,--
4331,Alexandre Daigle,L,R,1975-02-07,Montréal,QC,CAN,CAN,72,204,1993,1,1,19931994,N,616,129,198,327,129,198,327,-176,186,0.53,93,212,35,113,1,2,1,20,"1,085",11.9,--,49.8
4332,Alexandre Boikov,L,D,1975-02-07,Chelyabinsk,--,RUS,RUS,72,180,--,--,--,19992000,N,10,0,0,0,0,0,0,-1,15,0.0,0,0,0,0,0,0,0,0,4,0,6:45,--
4333,Andre Roy,L,R,1975-02-08,Port Chester,NY,USA,USA,76,229,1994,6,151,19951996,N,515,35,33,68,35,33,68,-17,"1,169",0.13,35,68,0,0,0,0,0,5,349,10,--,50
4334,Brad Norton,L,D,1975-02-13,Cambridge,MA,USA,USA,76,230,1993,9,215,20012002,N,124,3,8,11,3,8,11,-3,287,0.09,3,11,0,0,0,0,0,0,46,6.5,8:03,0
4335,Viktor Kozlov,R,C,1975-02-14,Togliatti,--,RUS,RUS,76,232,1993,1,6,19941995,N,897,198,339,537,198,339,537,-3,248,0.6,139,364,54,164,5,9,1,19,"2,227",8.9,--,43.1
4336,Sebastien Bordeleau,R,C,1975-02-15,Vancouver,BC,CAN,FRA,71,185,1993,3,73,19951996,N,251,37,61,98,37,61,98,-31,118,0.39,29,78,3,12,5,8,1,4,425,8.7,--,56.2
4337,Serge Aubin,L,C,1975-02-15,Val-d'Or,QC,CAN,CAN,73,200,1994,7,161,19981999,N,374,44,64,108,44,64,108,-45,361,0.29,41,98,3,5,0,5,0,7,452,9.7,13:53,50
4338,Marty Murray,L,C,1975-02-16,Lyleton,MB,CAN,CAN,69,180,1993,4,96,19951996,N,261,31,42,73,31,42,73,5,41,0.28,25,59,4,10,2,4,1,2,306,10.1,--,51.8
4339,Todd Harvey,R,R,1975-02-17,Hamilton,ON,CAN,CAN,72,210,1993,1,9,19941995,N,671,91,132,223,91,132,223,19,950,0.33,76,181,15,42,0,0,0,10,792,11.5,--,47.4
4340,Vinny Prospal,L,L,1975-02-17,_x001a_eské Bud_x001a_jovice,--,CZE,CZE,74,191,1993,3,71,19961997,N,"1,108",255,510,765,255,510,765,-57,581,0.69,175,507,79,255,1,3,4,34,"2,417",10.6,--,51.9
4341,Kaspars Astashenko,L,D,1975-02-17,Riga,--,LVA,LVA,73,206,1999,5,127,19992000,N,23,1,2,3,1,2,3,-6,8,0.13,1,3,0,0,0,0,0,0,7,14.3,10:18,--
4342,Ruslam Batyrshin,L,D,1975-02-19,Moscow,--,RUS,RUS,73,180,1993,4,79,19951996,N,2,0,0,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0,--,--,--
4343,Brendan Witt,L,D,1975-02-20,Humboldt,SK,CAN,CAN,74,223,1993,1,11,19951996,N,890,25,96,121,25,96,121,-91,"1,424",0.14,25,112,0,2,0,7,0,2,892,2.8,--,60
4344,Niclas Wallin,L,D,1975-02-20,Boden,--,SWE,SWE,75,220,2000,4,97,20002001,N,614,21,58,79,21,58,79,-61,460,0.13,21,75,0,3,0,1,1,3,586,3.6,16:35,0
4345,Patrick Boileau,R,D,1975-02-22,Montréal,QC,CAN,CAN,72,200,1993,3,69,19961997,N,48,5,11,16,5,11,16,-13,26,0.33,2,10,3,6,0,0,0,1,66,7.6,--,--
4346,Mike Wilson,L,D,1975-02-26,Brampton,ON,CAN,CAN,78,229,1993,1,20,19951996,N,336,16,41,57,16,41,57,43,264,0.17,15,49,1,7,0,1,1,6,314,5.1,--,--
4347,P.J. Axelsson,L,L,1975-02-26,Kungalv,--,SWE,SWE,73,188,1995,7,177,19971998,N,797,103,184,287,103,184,287,-26,276,0.36,83,237,10,31,10,19,1,14,"1,359",7.6,16:19,34.9
4348,Greg Koehler,R,C,1975-02-27,Scarborough,ON,CAN,CAN,74,195,--,--,--,20002001,N,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,--,0:46,--
4349,Jeff Lank,L,D,1975-03-01,Indian Head,SK,CAN,CAN,75,200,1995,9,230,19992000,N,2,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,--,13:06,--
4350,Zdenek Nedved,L,R,1975-03-03,Kladno,--,CZE,CZE,72,180,1993,5,123,19941995,N,31,4,6,10,4,6,10,3,14,0.32,3,7,1,3,0,0,0,0,29,13.8,--,--
4351,Antti Aalto,L,C,1975-03-04,Lappeenranta,--,FIN,FIN,74,214,1993,6,134,19971998,N,151,11,17,28,11,17,28,-25,52,0.19,8,24,3,4,0,0,0,1,182,6,11:03,49.7
4352,Ladislav Kohn,L,R,1975-03-04,Uherské Hradiste,--,CZE,CZE,71,200,1994,7,175,19951996,N,186,14,28,42,14,28,42,-41,125,0.23,11,37,1,3,2,2,0,1,290,4.8,--,28.7
4353,Stefan Bergqvist,L,D,1975-03-10,Leksand,--,SWE,SWE,74,224,1993,1,26,19951996,N,7,0,0,0,0,0,0,-1,9,0.0,0,0,0,0,0,0,0,0,4,0,--,--
4354,Andy Sutton,L,D,1975-03-10,Kingston,ON,CAN,CAN,78,245,--,--,--,19981999,N,676,38,112,150,38,112,150,-20,"1,185",0.22,21,113,13,30,4,7,0,6,687,5.5,17:42,20
4355,Tyson Nash,L,L,1975-03-11,Edmonton,AB,CAN,CAN,71,191,1994,10,247,19981999,N,374,27,37,64,27,37,64,2,673,0.17,24,58,1,2,2,4,0,4,452,6,10:27,39.7
4356,Landon Wilson,R,R,1975-03-13,St. Louis,MO,USA,USA,75,224,1993,1,19,19951996,N,375,53,66,119,53,66,119,5,352,0.32,48,105,5,14,0,0,0,6,639,8.3,--,42.4
4357,Darcy Tucker,L,R,1975-03-15,Castor,AB,CAN,CAN,70,178,1993,6,151,19951996,N,947,215,261,476,215,261,476,-86,"1,410",0.5,131,322,77,142,7,12,3,39,"1,593",13.5,--,47.5
4358,Jamie Rivers,L,D,1975-03-16,Ottawa,ON,CAN,CAN,73,200,1993,3,63,19951996,N,454,17,49,66,17,49,66,4,385,0.15,11,43,6,22,0,1,0,2,418,4.1,--,32.5
4359,Kimmo Timonen,L,D,1975-03-18,Kuopio,--,FIN,FIN,70,194,1993,10,250,19981999,N,"1,108",117,454,571,117,454,571,35,654,0.52,50,225,61,332,6,14,1,14,"1,945",6,22:19,46.2
4360,Paul Healey,R,R,1975-03-20,Edmonton,AB,CAN,CAN,74,198,1993,8,192,19961997,N,77,6,14,20,6,14,20,15,44,0.26,5,19,1,1,0,0,0,0,72,8.3,--,42.1
